region_id,year,support_category,budget_group,committed_supports,payments
R027,2023,Assistive Technology,Capital,5584831.77,3225235.67
R027,2023,Home Modifications,Capital,1107032.73,572456.49
R027,2024,Assistance with Daily Life,Core,11401085.0,7056572.69
R027,2024,Social & Community Participation,Core,9962740.31,6576169.21
R027,2024,Consumables,Core,1937534.29,1219259.03
R027,2024,Transport,Core,7165048.52,4751580.95
R027,2024,Support Coordination,Capacity Building,9285641.29,5430886.99
R027,2024,Improved Daily Living,Capacity Building,6683973.89,4393905.78
R027,2024,Finding & Keeping a Job,Capacity Building,14066294.67,7629755.77
R027,2024,Improved Health & Wellbeing,Capacity Building,14477556.47,9742232.24
R027,2024,Assistive Technology,Capital,7869609.68,4400989.13
R027,2024,Home Modifications,Capital,1915991.72,962611.62
R028,2020,Assistance with Daily Life,Core,31304673.75,25381882.7
R028,2020,Social & Community Participation,Core,33370409.53,26853373.57
R028,2020,Consumables,Core,7844687.33,6095153.27
R028,2020,Transport,Core,26826686.54,21310742.1
R028,2020,Support Coordination,Capacity Building,34056485.02,23609488.67
R028,2020,Improved Daily Living,Capacity Building,29602952.09,23827116.77
R028,2020,Finding & Keeping a Job,Capacity Building,42200444.41,27484076.44
R028,2020,Improved Health & Wellbeing,Capacity Building,49156998.19,38344309.72
R028,2020,Assistive Technology,Capital,27548467.97,19808451.65
R028,2020,Home Modifications,Capital,4696466.74,2847979.31
R028,2021,Assistance with Daily Life,Core,32794802.84,26446481.98
R028,2021,Social & Community Participation,Core,35558916.64,28294295.86
R028,2021,Consumables,Core,7460146.81,6040814.8
R028,2021,Transport,Core,25368884.77,21057235.76
R028,2021,Support Coordination,Capacity Building,32694366.85,23569518.4
R028,2021,Improved Daily Living,Capacity Building,29399750.02,23998223.41
R028,2021,Finding & Keeping a Job,Capacity Building,52204551.75,36011645.03
R028,2021,Improved Health & Wellbeing,Capacity Building,56363871.04,46689764.26
R028,2021,Assistive Technology,Capital,22007162.96,15269501.99
R028,2021,Home Modifications,Capital,6650631.17,4489389.11
R028,2022,Assistance with Daily Life,Core,30698268.24,24558839.25
R028,2022,Social & Community Participation,Core,45373626.37,35424789.22
R028,2022,Consumables,Core,9438044.65,7820070.66
R028,2022,Transport,Core,32211574.43,25753804.22
R028,2022,Support Coordination,Capacity Building,40164368.97,27946721.51
R028,2022,Improved Daily Living,Capacity Building,25882810.79,20038324.86
R028,2022,Finding & Keeping a Job,Capacity Building,49148527.67,33138978.92
R028,2022,Improved Health & Wellbeing,Capacity Building,63005559.4,51916138.61
R028,2022,Assistive Technology,Capital,28535714.96,21196566.06
R028,2022,Home Modifications,Capital,5911757.65,3718601.26
R028,2023,Assistance with Daily Life,Core,49692306.13,43836799.2
R028,2023,Social & Community Participation,Core,47143826.83,41594379.1
R028,2023,Consumables,Core,9382691.35,7929314.6
R028,2023,Transport,Core,34273715.56,29077587.37
R028,2023,Support Coordination,Capacity Building,44499216.11,35251109.19
R028,2023,Improved Daily Living,Capacity Building,34293121.25,29880484.83
R028,2023,Finding & Keeping a Job,Capacity Building,52780416.02,37908262.9
R028,2023,Improved Health & Wellbeing,Capacity Building,82672751.14,68719050.5
R028,2023,Assistive Technology,Capital,26949263.59,19039014.35
R028,2023,Home Modifications,Capital,6020358.9,3967224.07
R028,2024,Assistance with Daily Life,Core,56249122.55,47852832.26
R028,2024,Social & Community Participation,Core,68239049.14,54852453.49
R028,2024,Consumables,Core,13206957.21,11292954.97
R028,2024,Transport,Core,38434136.64,32923823.85
R028,2024,Support Coordination,Capacity Building,43541412.99,33097842.0
R028,2024,Improved Daily Living,Capacity Building,33842073.78,28378887.52
R028,2024,Finding & Keeping a Job,Capacity Building,59489763.01,40124675.6
R028,2024,Improved Health & Wellbeing,Capacity Building,78136182.7,62548062.33
R028,2024,Assistive Technology,Capital,31837818.41,22892773.07
R028,2024,Home Modifications,Capital,9637946.22,6466425.3
R029,2020,Assistance with Daily Life,Core,86141562.8,81065545.01
R029,2020,Social & Community Participation,Core,79091926.33,73919902.25
R029,2020,Consumables,Core,20123463.31,18771315.19
R029,2020,Transport,Core,71697909.29,67233370.25
R029,2020,Support Coordination,Capacity Building,88592946.06,72583128.86
R029,2020,Improved Daily Living,Capacity Building,56101635.81,48759968.08
R029,2020,Finding & Keeping a Job,Capacity Building,106356691.2,80015905.85
R029,2020,Improved Health & Wellbeing,Capacity Building,132322833.89,121033525.46
R029,2020,Assistive Technology,Capital,58383918.9,48548379.89
R029,2020,Home Modifications,Capital,13495343.75,10008761.88
R029,2021,Assistance with Daily Life,Core,87468424.45,82247973.93
R029,2021,Social & Community Participation,Core,102582381.25,98728707.34
R029,2021,Consumables,Core,18837969.13,17853299.0
R029,2021,Transport,Core,78126774.48,73172106.44
R029,2021,Support Coordination,Capacity Building,108193281.72,89342974.1
R029,2021,Improved Daily Living,Capacity Building,74991004.83,71104165.7
R029,2021,Finding & Keeping a Job,Capacity Building,97679678.54,77614764.78
R029,2021,Improved Health & Wellbeing,Capacity Building,180461847.81,162094488.94
R029,2021,Assistive Technology,Capital,53547550.97,44478738.94
R029,2021,Home Modifications,Capital,13664748.91,10085996.91
R029,2022,Assistance with Daily Life,Core,132153243.21,122662339.37
R029,2022,Social & Community Participation,Core,126729131.43,119127902.92
R029,2022,Consumables,Core,23910594.58,22351184.64
R029,2022,Transport,Core,84844722.32,82080992.7
R029,2022,Support Coordination,Capacity Building,95375381.9,77296592.22
R029,2022,Improved Daily Living,Capacity Building,64752182.59,62329164.18
R029,2022,Finding & Keeping a Job,Capacity Building,139640714.7,110679052.81
R029,2022,Improved Health & Wellbeing,Capacity Building,196611325.68,176272312.24
R029,2022,Assistive Technology,Capital,83237245.63,71779012.84
R029,2022,Home Modifications,Capital,18505880.79,14358019.64
R029,2023,Assistance with Daily Life,Core,129520910.55,120206523.07
R029,2023,Social & Community Participation,Core,136217151.6,126674182.09
R029,2023,Consumables,Core,24312879.96,23649130.49
R029,2023,Transport,Core,98566588.33,91102532.12
R029,2023,Support Coordination,Capacity Building,107199354.45,89729826.08
R029,2023,Improved Daily Living,Capacity Building,85277702.14,80320912.98
R029,2023,Finding & Keeping a Job,Capacity Building,184097271.12,150768857.9
R029,2023,Improved Health & Wellbeing,Capacity Building,204495610.87,195880421.97
R029,2023,Assistive Technology,Capital,95310858.66,81332664.98
R029,2023,Home Modifications,Capital,23489104.5,16924045.48
R029,2024,Assistance with Daily Life,Core,184683279.18,180341993.83
R029,2024,Social & Community Participation,Core,133972586.55,131293134.82
R029,2024,Consumables,Core,37850206.87,35643588.77
R029,2024,Transport,Core,96253716.88,94328642.54
R029,2024,Support Coordination,Capacity Building,159928882.11,135851287.71
R029,2024,Improved Daily Living,Capacity Building,105677763.48,102760543.05
R029,2024,Finding & Keeping a Job,Capacity Building,158816701.54,130216077.14
R029,2024,Improved Health & Wellbeing,Capacity Building,227516264.31,213331500.96
R029,2024,Assistive Technology,Capital,94864549.5,79270411.84
R029,2024,Home Modifications,Capital,24589411.43,19263929.44
R030,2020,Assistance with Daily Life,Core,54263592.02,37475616.18
R030,2020,Social & Community Participation,Core,58169728.66,42274098.78
R030,2020,Consumables,Core,9479242.83,6947150.39
R030,2020,Transport,Core,39477698.14,29473445.66
R030,2020,Support Coordination,Capacity Building,50091474.58,31594754.03
R030,2020,Improved Daily Living,Capacity Building,35481537.33,24691716.98
R030,2020,Finding & Keeping a Job,Capacity Building,67920740.21,42168121.31
R030,2020,Improved Health & Wellbeing,Capacity Building,98463372.11,68178804.9
R030,2020,Assistive Technology,Capital,29598935.08,18256057.27
R030,2020,Home Modifications,Capital,8503673.59,4845994.52
R030,2021,Assistance with Daily Life,Core,59838716.63,41156420.65
R030,2021,Social & Community Participation,Core,72678743.36,49233994.04
R030,2021,Consumables,Core,17415697.88,12852138.86
R030,2021,Transport,Core,45308496.02,31708573.65
R030,2021,Support Coordination,Capacity Building,53159513.91,33957712.6
R030,2021,Improved Daily Living,Capacity Building,39909668.22,29394005.47
R030,2021,Finding & Keeping a Job,Capacity Building,80050902.87,47712489.09
R030,2021,Improved Health & Wellbeing,Capacity Building,110061029.54,80169790.3
R030,2021,Assistive Technology,Capital,40904965.45,26279146.69
R030,2021,Home Modifications,Capital,9244873.29,5097279.94
R030,2022,Assistance with Daily Life,Core,75003816.41,52081946.87
R030,2022,Social & Community Participation,Core,59525091.54,44222966.3
R030,2022,Consumables,Core,12822381.83,8887414.35
R030,2022,Transport,Core,57518453.79,42516036.76
R030,2022,Support Coordination,Capacity Building,52404333.08,33093615.32
R030,2022,Improved Daily Living,Capacity Building,39432898.57,29365296.29
R030,2022,Finding & Keeping a Job,Capacity Building,71115847.33,44253636.88
R030,2022,Improved Health & Wellbeing,Capacity Building,125137423.76,92680071.72
R030,2022,Assistive Technology,Capital,45053021.31,29496493.95
R030,2022,Home Modifications,Capital,10059367.44,6118421.49
R030,2023,Assistance with Daily Life,Core,75227894.75,57273384.2
R030,2023,Social & Community Participation,Core,66204264.8,50407480.3
R030,2023,Consumables,Core,15790819.52,11710792.69
R030,2023,Transport,Core,53195757.36,40610997.79
R030,2023,Support Coordination,Capacity Building,63561047.33,43071429.92
R030,2023,Improved Daily Living,Capacity Building,49261795.11,37612972.15
R030,2023,Finding & Keeping a Job,Capacity Building,62409402.66,38703895.16
R030,2023,Improved Health & Wellbeing,Capacity Building,130374247.11,100224499.52
R030,2023,Assistive Technology,Capital,42313675.32,28027444.48
R030,2023,Home Modifications,Capital,9953797.89,6075249.57
R030,2024,Assistance with Daily Life,Core,88177863.28,65907630.15
R030,2024,Social & Community Participation,Core,83057843.54,62052613.01
R030,2024,Consumables,Core,13784988.26,10304495.44
R030,2024,Transport,Core,57205828.66,41734761.07
R030,2024,Support Coordination,Capacity Building,75675989.77,52941371.91
R030,2024,Improved Daily Living,Capacity Building,59464318.82,45124046.63
R030,2024,Finding & Keeping a Job,Capacity Building,79374673.34,49413898.86
R030,2024,Improved Health & Wellbeing,Capacity Building,150341992.86,111989380.59
R030,2024,Assistive Technology,Capital,56350034.47,37371120.58
R030,2024,Home Modifications,Capital,11408078.25,6749071.28
R031,2020,Assistance with Daily Life,Core,82509562.22,60244507.35
R031,2020,Social & Community Participation,Core,60614827.72,45535264.29
R031,2020,Consumables,Core,17188699.62,13019942.02
R031,2020,Transport,Core,56028829.54,42514204.84
R031,2020,Support Coordination,Capacity Building,61872858.63,41935434.61
R031,2020,Improved Daily Living,Capacity Building,38642759.79,28556129.38
R031,2020,Finding & Keeping a Job,Capacity Building,86013452.3,54655236.33
R031,2020,Improved Health & Wellbeing,Capacity Building,95464059.5,73535561.19
R031,2020,Assistive Technology,Capital,55543456.2,37343773.95
R031,2020,Home Modifications,Capital,11329480.17,6608017.27
R031,2021,Assistance with Daily Life,Core,77468231.99,58057589.91
R031,2021,Social & Community Participation,Core,70129442.89,51793389.52
R031,2021,Consumables,Core,17597788.59,12410412.77
R031,2021,Transport,Core,49620530.76,35981064.81
R031,2021,Support Coordination,Capacity Building,78395684.03,51007233.92
R031,2021,Improved Daily Living,Capacity Building,48810790.39,37337195.26
R031,2021,Finding & Keeping a Job,Capacity Building,88115573.16,53072443.08
R031,2021,Improved Health & Wellbeing,Capacity Building,126614930.88,93599838.27
R031,2021,Assistive Technology,Capital,47536848.48,29725645.19
R031,2021,Home Modifications,Capital,13121877.77,7384895.93
R031,2022,Assistance with Daily Life,Core,101527134.42,77102380.52
R031,2022,Social & Community Participation,Core,113440305.95,87590684.0
R031,2022,Consumables,Core,23811385.15,18385811.34
R031,2022,Transport,Core,74925722.89,54755477.08
R031,2022,Support Coordination,Capacity Building,81898195.96,54397771.42
R031,2022,Improved Daily Living,Capacity Building,65977469.39,48956844.4
R031,2022,Finding & Keeping a Job,Capacity Building,114125884.31,74472835.41
R031,2022,Improved Health & Wellbeing,Capacity Building,120095591.32,92785179.14
R031,2022,Assistive Technology,Capital,53861836.8,36469295.54
R031,2022,Home Modifications,Capital,12817864.06,7363731.8
R031,2023,Assistance with Daily Life,Core,115040894.35,88941830.94
R031,2023,Social & Community Participation,Core,115704335.8,86105570.17
R031,2023,Consumables,Core,21193887.0,16691931.48
R031,2023,Transport,Core,69932143.55,54122315.23
R031,2023,Support Coordination,Capacity Building,74697589.42,48898925.49
R031,2023,Improved Daily Living,Capacity Building,55911009.3,44113705.32
R031,2023,Finding & Keeping a Job,Capacity Building,94257997.94,57903353.48
R031,2023,Improved Health & Wellbeing,Capacity Building,176242855.97,128618868.24
R031,2023,Assistive Technology,Capital,67254545.28,46187488.23
R031,2023,Home Modifications,Capital,14930040.59,9372823.0
R031,2024,Assistance with Daily Life,Core,114910869.42,92919744.57
R031,2024,Social & Community Participation,Core,112331358.48,93611477.8
R031,2024,Consumables,Core,23276149.12,19280450.77
R031,2024,Transport,Core,78134295.47,59551891.11
R031,2024,Support Coordination,Capacity Building,93858323.99,67992963.03
R031,2024,Improved Daily Living,Capacity Building,79768421.1,62498126.44
R031,2024,Finding & Keeping a Job,Capacity Building,122428983.08,81665904.63
R031,2024,Improved Health & Wellbeing,Capacity Building,179506645.19,143368080.36
R031,2024,Assistive Technology,Capital,72310834.5,48247544.77
R031,2024,Home Modifications,Capital,17888055.12,11830495.68
R032,2020,Assistance with Daily Life,Core,120494989.45,107391900.1
R032,2020,Social & Community Participation,Core,102353374.56,97321307.98
R032,2020,Consumables,Core,26163795.21,24704031.69
R032,2020,Transport,Core,84202696.2,77687082.58
R032,2020,Support Coordination,Capacity Building,85047384.73,73311091.45
R032,2020,Improved Daily Living,Capacity Building,62920741.1,58198392.99
R032,2020,Finding & Keeping a Job,Capacity Building,142615529.22,112357493.73
R032,2020,Improved Health & Wellbeing,Capacity Building,200152528.89,183552800.68
R032,2020,Assistive Technology,Capital,73193645.33,58806914.1
R032,2020,Home Modifications,Capital,15085829.83,10831391.62
R032,2021,Assistance with Daily Life,Core,136523825.09,122955679.59
R032,2021,Social & Community Participation,Core,138501092.9,133109892.91
R032,2021,Consumables,Core,32254674.19,29444675.72
R032,2021,Transport,Core,86065916.31,84012152.27
R032,2021,Support Coordination,Capacity Building,101294236.87,89367932.74
R032,2021,Improved Daily Living,Capacity Building,94000773.95,88729804.17
R032,2021,Finding & Keeping a Job,Capacity Building,128434841.94,97953863.08
R032,2021,Improved Health & Wellbeing,Capacity Building,221294918.78,216869020.41
R032,2021,Assistive Technology,Capital,80006631.04,69081414.56
R032,2021,Home Modifications,Capital,19396089.69,14051252.96
R032,2022,Assistance with Daily Life,Core,124366992.22,115184103.66
R032,2022,Social & Community Participation,Core,143306669.63,137320624.25
R032,2022,Consumables,Core,28854572.72,27932500.96
R032,2022,Transport,Core,131343081.75,125380564.16
R032,2022,Support Coordination,Capacity Building,124082712.11,106268399.1
R032,2022,Improved Daily Living,Capacity Building,84558014.7,80391972.95
R032,2022,Finding & Keeping a Job,Capacity Building,165883672.73,129553583.81
R032,2022,Improved Health & Wellbeing,Capacity Building,207057670.78,197379855.37
R032,2022,Assistive Technology,Capital,92403618.73,76959788.05
R032,2022,Home Modifications,Capital,24534039.83,18926765.48
R032,2023,Assistance with Daily Life,Core,185412252.56,181704007.51
R032,2023,Social & Community Participation,Core,137407024.56,129101193.13
R032,2023,Consumables,Core,31684232.37,29686407.21
R032,2023,Transport,Core,103091083.58,101029261.91
R032,2023,Support Coordination,Capacity Building,158113799.34,141371940.0
R032,2023,Improved Daily Living,Capacity Building,95093414.6,93191546.3
R032,2023,Finding & Keeping a Job,Capacity Building,155109277.69,123930954.84
R032,2023,Improved Health & Wellbeing,Capacity Building,272899749.66,260340415.43
R032,2023,Assistive Technology,Capital,110717319.36,96724189.24
R032,2023,Home Modifications,Capital,24069041.62,17830709.28
R032,2024,Assistance with Daily Life,Core,195076713.91,186863212.85
R032,2024,Social & Community Participation,Core,184351402.18,180664374.14
R032,2024,Consumables,Core,40853843.32,37580932.72
R032,2024,Transport,Core,136583025.86,133851365.34
R032,2024,Support Coordination,Capacity Building,149476257.35,124563720.13
R032,2024,Improved Daily Living,Capacity Building,111325080.35,104279451.42
R032,2024,Finding & Keeping a Job,Capacity Building,210348423.57,179322872.96
R032,2024,Improved Health & Wellbeing,Capacity Building,331422962.32,315103593.57
R032,2024,Assistive Technology,Capital,140952559.43,122942181.36
R032,2024,Home Modifications,Capital,26776714.03,20292162.8
R033,2020,Assistance with Daily Life,Core,193478268.22,156642726.68
R033,2020,Social & Community Participation,Core,204994221.52,177493599.23
R033,2020,Consumables,Core,31935113.86,26239906.08
R033,2020,Transport,Core,130021392.92,103181293.19
R033,2020,Support Coordination,Capacity Building,167287911.23,122794494.86
R033,2020,Improved Daily Living,Capacity Building,116539797.82,97098772.37
R033,2020,Finding & Keeping a Job,Capacity Building,163703748.76,109982770.91
R033,2020,Improved Health & Wellbeing,Capacity Building,271240751.26,226606639.44
R033,2020,Assistive Technology,Capital,115325133.1,87502544.24
R033,2020,Home Modifications,Capital,28769169.98,19896301.16
R033,2021,Assistance with Daily Life,Core,204931617.36,182028144.92
R033,2021,Social & Community Participation,Core,211551185.99,174245580.46
R033,2021,Consumables,Core,43084850.76,37938437.18
R033,2021,Transport,Core,150662031.05,129759256.96
R033,2021,Support Coordination,Capacity Building,167783810.88,121846590.49
R033,2021,Improved Daily Living,Capacity Building,115531075.97,97282015.39
R033,2021,Finding & Keeping a Job,Capacity Building,197481961.57,140784959.21
R033,2021,Improved Health & Wellbeing,Capacity Building,286473796.18,233641681.1
R033,2021,Assistive Technology,Capital,104986572.18,79788214.56
R033,2021,Home Modifications,Capital,27119850.6,18051588.18
R033,2022,Assistance with Daily Life,Core,216066598.05,178728517.63
R033,2022,Social & Community Participation,Core,184434505.3,158808376.24
R033,2022,Consumables,Core,40234372.94,34809152.28
R033,2022,Transport,Core,178196866.29,154934312.07
R033,2022,Support Coordination,Capacity Building,224283567.38,173188107.47
R033,2022,Improved Daily Living,Capacity Building,134321787.09,110157223.29
R033,2022,Finding & Keeping a Job,Capacity Building,195738059.27,132693297.23
R033,2022,Improved Health & Wellbeing,Capacity Building,401182680.21,348253147.79
R033,2022,Assistive Technology,Capital,142544487.76,108610903.74
R033,2022,Home Modifications,Capital,35950507.76,23092578.93
R033,2023,Assistance with Daily Life,Core,252166561.36,208282744.18
R033,2023,Social & Community Participation,Core,222352670.42,184839539.3
R033,2023,Consumables,Core,60315297.66,51101651.56
R033,2023,Transport,Core,189840084.27,164774835.97
R033,2023,Support Coordination,Capacity Building,210227558.35,162982770.04
R033,2023,Improved Daily Living,Capacity Building,141227805.72,124030738.7
R033,2023,Finding & Keeping a Job,Capacity Building,232225959.98,160182870.27
R033,2023,Improved Health & Wellbeing,Capacity Building,357918914.65,296092922.6
R033,2023,Assistive Technology,Capital,171294373.33,121990003.14
R033,2023,Home Modifications,Capital,39220526.05,25639752.52
R033,2024,Assistance with Daily Life,Core,260695294.11,225513570.09
R033,2024,Social & Community Participation,Core,234619877.95,201897973.64
R033,2024,Consumables,Core,48104906.74,44670264.65
R033,2024,Transport,Core,208575602.32,194008415.27
R033,2024,Support Coordination,Capacity Building,257952766.72,199665765.1
R033,2024,Improved Daily Living,Capacity Building,147717894.88,127607790.33
R033,2024,Finding & Keeping a Job,Capacity Building,304031742.9,235675528.02
R033,2024,Improved Health & Wellbeing,Capacity Building,448039480.95,390018964.37
R033,2024,Assistive Technology,Capital,150584643.72,120890163.15
R033,2024,Home Modifications,Capital,33791888.94,23014554.89
R034,2020,Assistance with Daily Life,Core,18117108.65,12324175.03
R034,2020,Social & Community Participation,Core,17261049.49,11678050.65
R034,2020,Consumables,Core,4708465.48,3205084.89
R034,2020,Transport,Core,13802876.56,9612829.54
R034,2020,Support Coordination,Capacity Building,17627395.02,10353045.38
R034,2020,Improved Daily Living,Capacity Building,11509118.02,7451169.45
R034,2020,Finding & Keeping a Job,Capacity Building,22605379.27,12469716.58
R034,2020,Improved Health & Wellbeing,Capacity Building,26064772.2,17884990.38
R034,2020,Assistive Technology,Capital,10880647.85,6612715.47
R034,2020,Home Modifications,Capital,3381380.11,1786107.31
R034,2021,Assistance with Daily Life,Core,21588132.59,14695936.72
R034,2021,Social & Community Participation,Core,21123191.17,14454452.75
R034,2021,Consumables,Core,4426119.28,3052590.98
R034,2021,Transport,Core,15649445.62,10299652.23
R034,2021,Support Coordination,Capacity Building,17107521.02,10339000.03
R034,2021,Improved Daily Living,Capacity Building,17214058.13,11925872.58
R034,2021,Finding & Keeping a Job,Capacity Building,28876186.92,17295572.71
R034,2021,Improved Health & Wellbeing,Capacity Building,29400723.24,21112063.14
R034,2021,Assistive Technology,Capital,12786960.88,7421774.28
R034,2021,Home Modifications,Capital,2889146.58,1586771.15
R034,2022,Assistance with Daily Life,Core,24431883.56,17811023.37
R034,2022,Social & Community Participation,Core,22213827.5,16266435.96
R034,2022,Consumables,Core,4930476.77,3787293.75
R034,2022,Transport,Core,17442316.74,12610262.3
R034,2022,Support Coordination,Capacity Building,21509577.1,14477970.74
R034,2022,Improved Daily Living,Capacity Building,12770689.96,9150928.79
R034,2022,Finding & Keeping a Job,Capacity Building,20848254.84,12771598.36
R034,2022,Improved Health & Wellbeing,Capacity Building,36318019.98,25403024.89
R034,2022,Assistive Technology,Capital,17366476.52,11158282.2
R034,2022,Home Modifications,Capital,3639413.98,2091947.47
R034,2023,Assistance with Daily Life,Core,27789818.87,19368111.76
R034,2023,Social & Community Participation,Core,30071300.61,20715165.11
R034,2023,Consumables,Core,4804384.67,3359519.36
R034,2023,Transport,Core,16765800.77,12306951.68
R034,2023,Support Coordination,Capacity Building,20181963.62,12644083.13
R034,2023,Improved Daily Living,Capacity Building,17744777.55,12802470.63
R034,2023,Finding & Keeping a Job,Capacity Building,30622497.58,18246623.84
R034,2023,Improved Health & Wellbeing,Capacity Building,39158859.78,27504378.81
R034,2023,Assistive Technology,Capital,21079732.57,13386271.81
R034,2023,Home Modifications,Capital,3817570.56,2085578.95
R034,2024,Assistance with Daily Life,Core,32068990.64,22494909.07
R034,2024,Social & Community Participation,Core,34940051.53,24598643.83
R034,2024,Consumables,Core,5607510.81,4266782.68
R034,2024,Transport,Core,20001822.29,14881124.38
R034,2024,Support Coordination,Capacity Building,24862909.16,15569673.81
R034,2024,Improved Daily Living,Capacity Building,16056458.27,12097749.97
R034,2024,Finding & Keeping a Job,Capacity Building,32480449.3,19578488.81
R034,2024,Improved Health & Wellbeing,Capacity Building,45420612.89,32025377.73
R034,2024,Assistive Technology,Capital,15046434.15,9804328.85
R034,2024,Home Modifications,Capital,4491390.36,2496248.95
R035,2020,Assistance with Daily Life,Core,8879222.92,6565929.08
R035,2020,Social & Community Participation,Core,8342704.57,6275868.92
R035,2020,Consumables,Core,1426011.81,1028720.67
R035,2020,Transport,Core,4814226.61,3516152.07
R035,2020,Support Coordination,Capacity Building,5964080.28,3928314.91
R035,2020,Improved Daily Living,Capacity Building,4306659.29,3274204.74
R035,2020,Finding & Keeping a Job,Capacity Building,7615056.29,4562389.35
R035,2020,Improved Health & Wellbeing,Capacity Building,11718757.33,8869846.75
R035,2020,Assistive Technology,Capital,5737247.99,3822562.07
R035,2020,Home Modifications,Capital,1103564.56,634769.31
R035,2021,Assistance with Daily Life,Core,9430483.71,7021642.1
R035,2021,Social & Community Participation,Core,8579574.73,6167875.8
R035,2021,Consumables,Core,1644183.58,1168079.75
R035,2021,Transport,Core,6411348.69,4569209.19
R035,2021,Support Coordination,Capacity Building,6495092.01,4096549.95
R035,2021,Improved Daily Living,Capacity Building,6720639.53,4805607.41
R035,2021,Finding & Keeping a Job,Capacity Building,11552072.52,7231650.46
R035,2021,Improved Health & Wellbeing,Capacity Building,16031314.87,11216491.39
R035,2021,Assistive Technology,Capital,5247476.48,3372980.73
R035,2021,Home Modifications,Capital,1237534.05,737901.13
R035,2022,Assistance with Daily Life,Core,7893941.65,6038239.06
R035,2022,Social & Community Participation,Core,10120745.0,7816664.22
R035,2022,Consumables,Core,2275697.57,1644641.17
R035,2022,Transport,Core,7242807.72,5386314.65
R035,2022,Support Coordination,Capacity Building,9679249.02,6219612.82
R035,2022,Improved Daily Living,Capacity Building,5301850.08,4075981.22
R035,2022,Finding & Keeping a Job,Capacity Building,11045333.09,6986137.44
R035,2022,Improved Health & Wellbeing,Capacity Building,14786027.75,10517243.97
R035,2022,Assistive Technology,Capital,6923470.76,4625562.0
R035,2022,Home Modifications,Capital,1186329.41,734339.6
R035,2023,Assistance with Daily Life,Core,8359166.09,6554117.57
R035,2023,Social & Community Participation,Core,11125562.12,8567651.52
R035,2023,Consumables,Core,2526261.75,1854860.33
R035,2023,Transport,Core,7518813.17,5830478.3
R035,2023,Support Coordination,Capacity Building,8988312.43,6321836.53
R035,2023,Improved Daily Living,Capacity Building,7831076.16,5590239.96
R035,2023,Finding & Keeping a Job,Capacity Building,13530496.41,8475026.42
R035,2023,Improved Health & Wellbeing,Capacity Building,15720598.29,11641170.12
R035,2023,Assistive Technology,Capital,7769116.06,5199097.64
R035,2023,Home Modifications,Capital,1639218.44,934053.48
R035,2024,Assistance with Daily Life,Core,11106082.27,8120223.39
R035,2024,Social & Community Participation,Core,11220986.36,8680822.31
R035,2024,Consumables,Core,2547505.44,1873287.7
R035,2024,Transport,Core,8818528.31,6727828.62
R035,2024,Support Coordination,Capacity Building,8961633.42,5962731.38
R035,2024,Improved Daily Living,Capacity Building,8920015.69,6879898.66
R035,2024,Finding & Keeping a Job,Capacity Building,12608412.52,8193370.18
R035,2024,Improved Health & Wellbeing,Capacity Building,21331356.04,16609491.25
R035,2024,Assistive Technology,Capital,9076275.46,6062575.63
R035,2024,Home Modifications,Capital,1582537.15,977059.91
